id,name,region,jumps,pod_kills,ship_kills,npc_kills,station
30002862,V2-GZS,The Kalevala Expanse,13,0,0,0,F
30002863,HD-HOZ,The Kalevala Expanse,9,0,0,0,F
30002864,42G-OB,The Kalevala Expanse,5,0,0,20,F
30002865,LEM-I1,The Kalevala Expanse,22,1,0,0,T
30002866,1S-SU1,The Kalevala Expanse,15,0,0,0,F
30002867,ND-GL4,The Kalevala Expanse,10,0,0,0,F
30002868,9-0QB7,The Kalevala Expanse,2,0,0,0,T
30002869,M-75WN,The Kalevala Expanse,1,0,0,0,F
30002870,PNFW-O,The Kalevala Expanse,2,0,0,0,F
30002871,HVGR-R,The Kalevala Expanse,1,0,0,0,T
30002872,K76A-3,The Kalevala Expanse,5,0,0,308,T
30002873,K95-9I,The Kalevala Expanse,0,0,0,0,F
30002874,R1O-GN,The Kalevala Expanse,25,0,0,100,T
30002875,GQ-7SP,The Kalevala Expanse,6,0,0,0,T
30002876,BGMZ-0,The Kalevala Expanse,0,0,0,0,F
30002877,I2D3-5,The Kalevala Expanse,16,0,0,0,T
30002878,FZX-PU,The Kalevala Expanse,20,0,0,0,F
30002879,O9K-FT,The Kalevala Expanse,1,0,0,0,F
30002880,RQOO-U,The Kalevala Expanse,16,1,1,161,F
30002881,FB5U-I,The Kalevala Expanse,3,0,0,0,F
30002882,BZ-BCK,The Kalevala Expanse,4,0,0,0,F
30002883,5-VFC6,The Kalevala Expanse,0,0,0,0,F
30002884,O5-YNW,The Kalevala Expanse,4,0,0,0,T
30002885,86L-9F,The Kalevala Expanse,0,0,0,6,F
30002886,IUU3-L,The Kalevala Expanse,2,0,0,0,T
30002887,J-OAH2,The Kalevala Expanse,2,0,0,11,F
30002888,S-LHPJ,The Kalevala Expanse,4,0,0,45,F
30002889,4U90-Z,Deklein,9,0,0,0,F
30002890,T-945F,Deklein,3,0,0,0,F
30002891,FO8M-2,Deklein,156,0,0,0,T
30002892,AD-CBT,Deklein,2,0,0,38,F
30002893,QPO-WI,Deklein,166,0,0,1,T
30002894,R8S-1K,Deklein,5,0,0,0,F
30002895,94-H3F,Deklein,4,0,0,0,F
30002896,CU9-T0,Deklein,35,0,0,152,T
30002897,XCF-8N,Deklein,5,0,0,290,T
30002898,FMB-JP,Deklein,77,0,0,358,F
30002899,0P-F3K,Deklein,48,1,0,249,T
30002900,K5F-Z2,Deklein,36,0,0,587,T
30002901,TXME-A,Deklein,162,0,0,286,F
30002902,YA0-XJ,Deklein,237,1,0,71,T
30002903,2-KF56,Deklein,47,0,0,181,T
30002904,VFK-IV,Deklein,554,4,1,51,T
30002905,2R-CRW,Deklein,422,1,2,0,T
30002906,CCP-US,Deklein,279,1,1,51,T
30002907,II-5O9,Deklein,195,7,23,172,T
30002908,I30-3A,Deklein,207,1,0,402,T
30002909,2O9G-D,Deklein,65,0,0,106,F
30002910,NC-N3F,Deklein,7,0,0,497,T
30002911,JU-OWQ,Deklein,74,0,0,596,T
30002912,S-DN5M,Deklein,25,0,0,540,T
30002913,MXX5-9,Deklein,39,0,0,255,F
30002914,ZZZR-5,Deklein,17,0,0,534,T
30002915,C7Y-7Z,Deklein,7,0,0,287,F
30002916,X-Z4DA,Deklein,6,0,0,1,F
30002917,3OAT-Q,Deklein,10,0,0,1,F
30002918,N-TFXK,Deklein,62,0,0,216,T
30002919,33RB-O,Deklein,4,0,0,100,F
30002920,DKUK-G,Deklein,62,0,0,4,T
30002921,3QE-9Q,Deklein,22,0,0,5,F
30002922,E-FIC0,Deklein,23,0,0,40,T
30002923,ZOYW-O,Deklein,18,0,0,0,T
30002924,85-B52,Deklein,34,0,0,788,T
30002925,YZ-UKA,Deklein,27,0,0,367,T
30002926,RO0-AF,Deklein,11,0,0,145,T
30002927,5W3-DG,Deklein,72,0,0,113,F
30002928,LT-DRO,Deklein,187,0,0,82,F
30002929,7T6P-C,Deklein,38,0,0,353,T
30002930,8S28-3,Deklein,170,0,0,0,F
30002931,E3UY-6,Deklein,20,0,0,0,F
30002932,LEK-N5,Deklein,28,0,0,3,F
30002933,AGG-NR,Deklein,3,0,0,50,F
30002934,0V0R-R,Deklein,17,0,0,191,F
30002935,O-2RNZ,Deklein,15,0,0,0,T
30002936,OWXT-5,Deklein,29,0,0,128,T
30002937,3JN9-Q,Deklein,14,0,0,80,T
30002938,3T7-M8,Deklein,74,0,0,7,T
30002939,WUZ-WM,Deklein,15,0,0,0,T
30002940,MZ1E-P,Deklein,62,0,0,5,T
30002941,43B-O1,Deklein,13,0,0,359,T
30002942,J1AU-9,Deklein,14,0,0,119,F
30002943,X3-PBC,Deklein,10,0,0,81,F
30002944,4N-BUI,Deklein,7,0,0,106,T
30002945,N2IS-B,Deklein,15,0,0,531,F
30002946,XCBK-X,Deklein,4,0,0,103,T
30002947,GY5-26,Deklein,8,0,0,283,T
30002948,VPLL-N,Deklein,27,0,0,238,T
30002949,9CK-KZ,Deklein,8,0,0,1032,T
30002950,5S-KXA,Deklein,11,0,0,277,T
30002951,U-TJ7Y,Deklein,18,0,0,4,F
30002952,A4L-A2,Deklein,30,0,0,35,F
30002953,CZDJ-1,Deklein,64,0,0,780,T
30002954,RG9-7U,Deklein,16,0,1,755,T
30002955,UJY-HE,Deklein,43,1,2,615,T
30002956,UEJX-G,Deklein,27,1,4,305,T
30002957,Tzvi,Devoid,76,1,3,3,T
30002958,Raa,Devoid,44,0,0,8,F
30002959,Sifilar,Devoid,48,0,0,24,F
30002960,Arzad,Devoid,99,0,6,6,T
30002961,Oyeman,Devoid,12,0,0,8,F
30002962,Ezzara,Devoid,81,0,0,6,F
30002963,Odin,Devoid,271,0,0,2,F
30002964,Esescama,Devoid,368,0,0,134,T
30002965,Choonka,Devoid,47,0,0,63,T
30002966,Thasinaz,Devoid,7,0,0,0,T
30002967,Dihra,Devoid,39,0,0,31,T
30002968,Dital,Devoid,99,0,0,35,F
30002969,Eredan,Devoid,245,0,0,128,T
30002970,Ohide,Devoid,299,0,0,446,T
30002971,Sasoutikh,Devoid,286,0,0,365,T
30002972,Gheth,Devoid,256,0,1,461,T
30002973,Lisudeh,Devoid,264,0,0,350,T
30002974,Mehatoor,Devoid,259,0,0,97,T
30002975,Roushzar,Devoid,44,0,0,10,T
30002976,Labapi,Devoid,47,0,0,14,F
30002977,Arayar,Devoid,20,0,0,17,T
30002978,Asghed,Devoid,56,0,0,12,T
30002979,Tararan,Devoid,97,0,2,3,T
30002980,Sosan,Devoid,90,1,1,37,T
30002981,Halmah,Devoid,41,0,0,43,T
30002982,Rahadalon,Devoid,149,0,2,0,T
30002983,Soosat,Devoid,20,0,0,43,T
30002984,Ibash,Devoid,17,0,0,2,T
30002985,Itsyamil,Devoid,8,0,0,0,F
30002986,Mendori,Devoid,169,0,0,14,T
30002987,Ussad,Devoid,7,0,0,42,T
30002988,Nakatre,Devoid,218,0,0,191,T
30002989,Laddiaha,Devoid,64,0,0,87,T
30002990,Hakshma,Devoid,76,0,0,165,T
30002991,Uadelah,Devoid,368,0,0,87,F
30002992,Akes,Devoid,34,0,0,230,T
30002993,Riavayed,Devoid,297,0,0,40,T
30002994,Hati,Devoid,640,0,0,123,T
30002995,Naeel,Devoid,28,0,0,35,T
30002996,Lower Debyl,Devoid,31,0,0,131,T
30002997,Ehnoum,Devoid,28,0,0,36,T
30002998,Upper Debyl,Devoid,21,0,0,69,F
30002999,Shastal,Devoid,90,0,0,81,F
30003000,Thakala,Devoid,59,2,1,1,T
30003001,Mili,Devoid,13,0,0,12,T
30003002,Faktun,Devoid,11,0,0,2,F
30003003,Halenan,Devoid,5,0,0,13,T
30003004,Ulerah,Devoid,10,0,0,89,T
30003005,Uktiad,Devoid,5,0,0,0,T
30003006,Nidebora,Devoid,4,0,0,0,F
30003007,Arveyil,Devoid,5,0,0,0,F
30003008,Palpis,Devoid,2,0,0,0,F
30003009,Arnatele,Everyshore,165,0,0,135,F
30003010,Halle,Everyshore,179,1,4,229,T
30003011,Mormoen,Everyshore,134,0,2,1678,T
30003012,Amattens,Everyshore,86,0,0,724,T
30003013,Jurlesel,Everyshore,44,0,0,155,T
30003014,Bereye,Everyshore,494,0,5,500,T
30003015,Aice,Everyshore,104,0,0,293,T
30003016,Junsoraert,Everyshore,51,0,0,50,T
30003017,Harerget,Everyshore,321,1,4,655,T
30003018,Azer,Everyshore,250,0,0,67,T
30003019,Cherore,Everyshore,98,0,0,220,F
30003020,Torvi,Everyshore,85,0,0,120,T
30003021,Mosson,Everyshore,16,0,0,92,F
30003022,Mya,Everyshore,33,0,0,0,T
30003023,Gerper,Everyshore,11,0,0,0,T
30003024,Marosier,Everyshore,188,0,0,189,T
30003025,Lirsautton,Everyshore,439,1,0,320,T
30003026,Blameston,Everyshore,85,0,0,156,T
30003027,Vaurent,Everyshore,142,0,0,35,T
30003028,Aclan,Everyshore,57,0,0,318,T
30003029,Jaschercis,Everyshore,206,0,0,592,T
30003030,Ardallabier,Everyshore,348,0,0,88,T
30003031,Athinard,Everyshore,182,0,0,175,T
30003032,Meves,Everyshore,478,0,0,91,F
30003033,Ethernity,Everyshore,552,0,0,80,T
30003034,Mattere,Everyshore,304,0,0,21,T
30003035,Gicodel,Everyshore,228,0,0,62,T
30003036,Frarolle,Everyshore,138,0,0,567,T
30003037,Quier,Everyshore,81,0,0,266,T
30003038,Atlanins,Everyshore,237,0,0,10,T
30003039,Leremblompes,Everyshore,233,0,0,35,T
30003040,Bille,Everyshore,64,0,0,49,T
30003041,Colcer,Everyshore,17,0,0,22,T
30003042,Alachene,Everyshore,12,0,0,94,T
30003043,Uphene,Everyshore,32,0,0,95,T
30003044,Elarel,Everyshore,37,0,1,11,F
30003045,Enedore,Everyshore,100,0,0,55,F
30003046,Angymonne,Everyshore,59,0,0,73,T
30003047,Averon,Everyshore,42,0,0,111,T
30003048,Carirgnottin,Everyshore,137,0,0,97,T
30003049,Laic,Everyshore,25,0,0,248,T
30003050,Odixie,Everyshore,46,0,0,13,T
30003051,Antollare,Everyshore,68,0,0,116,T
30003052,Tolle,Everyshore,230,0,0,21,T
30003053,Avele,Everyshore,68,0,0,246,T
30003054,Scuelazyns,Everyshore,67,0,0,121,T
30003055,Aydoteaux,Everyshore,108,0,0,180,T
30003056,Muer,Everyshore,18,0,0,81,F
30003057,Groothese,Everyshore,31,0,0,1,T
30003058,Olide,Everyshore,27,0,0,23,T
30003059,Adeel,Everyshore,4,0,0,4,T
30003060,Mannar,Everyshore,78,0,0,2,T
30003061,Mormelot,Everyshore,71,0,2,4,T
30003062,Angatalie,Everyshore,53,0,0,10,F
30003063,Lamaa,The Bleak Lands,68,0,0,0,T
30003064,Tuomuta,The Bleak Lands,54,0,0,6,T
30003065,Otelen,The Bleak Lands,112,0,0,47,F
30003066,Kuomi,The Bleak Lands,18,0,0,37,T
30003067,Huola,The Bleak Lands,181,0,2,8,T
30003068,Kourmonen,The Bleak Lands,336,4,12,4,T
30003069,Kamela,The Bleak Lands,223,1,6,0,T
30003070,Sosala,The Bleak Lands,163,2,8,3,T
30003071,Anka,The Bleak Lands,72,1,3,7,T
30003072,Iesa,The Bleak Lands,28,0,1,20,T
30003073,Netsalakka,The Bleak Lands,27,0,0,92,T
30003074,Sasiekko,The Bleak Lands,144,0,0,64,T
30003075,Myyhera,The Bleak Lands,63,0,0,146,T
30003076,Gammel,The Bleak Lands,20,0,0,57,T
30003077,Uusanen,The Bleak Lands,60,1,2,20,T
30003078,Erkinen,The Bleak Lands,44,0,0,63,T
30003079,Saikamon,The Bleak Lands,38,1,2,3,T
30003080,Jarkkolen,The Bleak Lands,69,0,0,111,F
30003081,Ronne,The Bleak Lands,31,0,0,31,T
30003082,Hatori,The Bleak Lands,10,0,0,27,T
30003083,Junsen,The Bleak Lands,11,0,0,104,T
30003084,Malpara,The Bleak Lands,5,0,0,78,T
30003085,Hakodan,The Bleak Lands,5,0,0,69,F
30003086,Sahtogas,The Bleak Lands,113,0,2,4,T
30003087,Haras,The Bleak Lands,19,0,0,10,F
30003088,Oyonata,The Bleak Lands,143,0,1,9,T
30003089,Kurniainen,The Bleak Lands,152,1,4,51,T
30003090,Saidusairos,The Bleak Lands,92,0,3,18,F
30003091,Tannakan,The Bleak Lands,63,0,1,2,T
30003092,Komaa,The Bleak Lands,45,0,0,48,T
30003093,Ayeroilen,The Bleak Lands,31,0,0,15,T
30003094,Imata,The Bleak Lands,20,0,0,26,T
30003095,Furskeshin,The Bleak Lands,17,0,0,593,T
30003096,Kurmaru,The Bleak Lands,2,0,0,5,T
30003097,Satalama,The Bleak Lands,5,0,0,0,T
30003098,VYJ-DA,Esoteria,51,0,4,0,F
30003099,HHQ-M1,Esoteria,11,0,0,0,F
30003100,A-CJGE,Esoteria,9,0,0,0,F
30003101,G2-INZ,Esoteria,5,0,0,0,F
30003102,WAC-HW,Esoteria,4,0,0,0,F
30003103,HT4K-M,Esoteria,38,0,0,0,F
30003104,RBW-8G,Esoteria,4,0,0,0,F
30003105,4-OUKF,Esoteria,21,0,0,0,F
30003106,HAJ-DQ,Esoteria,2,0,0,0,F
30003107,JAUD-V,Esoteria,16,0,0,0,F
30003108,DTX8-M,Esoteria,19,0,0,0,F
30003109,C9N-CC,Esoteria,23,0,0,0,T
30003110,X-7BIX,Esoteria,636,13,0,3,T
30003111,5-9UXZ,Esoteria,2,0,0,0,F
30003112,Q0OH-V,Esoteria,152,1,1,4,F
30003113,C-VZAK,Esoteria,6,0,0,0,F
30003114,0-O6XF,Esoteria,7,0,0,0,T
30003115,D-FVI7,Esoteria,2,0,0,0,F
30003116,VL7-60,Esoteria,2,0,0,0,F
30003117,NH-R5B,Esoteria,1,0,0,0,F
30003118,FN-GFQ,Esoteria,1,0,0,0,F
30003119,XKZ8-H,Esoteria,120,0,1,0,T
30003120,WX-6UX,Esoteria,245,0,0,15,F
30003121,BZ-0GW,Esoteria,188,8,10,0,T
30003122,16P-PX,Esoteria,31,0,0,787,T
30003123,CR-0E5,Esoteria,2,0,0,0,F
30003124,Z-Y9C3,Esoteria,1,0,0,0,F
30003125,A1-AUH,Esoteria,96,0,0,0,T
30003126,F-UVBV,Esoteria,21,0,0,1,T
30003127,R-FM0G,Esoteria,1,0,0,0,F
30003128,TEIZ-C,Esoteria,1,0,0,0,F
30003129,VUAC-Y,Esoteria,30,0,0,0,F
30003130,V-XANH,Esoteria,10,0,1,204,T
30003131,450I-W,Esoteria,31,0,0,0,F
30003132,OIOM-Y,Esoteria,2,0,0,0,F
30003133,G-YZUX,Esoteria,34,0,0,0,T
30003134,CZ6U-1,Esoteria,0,0,0,0,F
30003135,D-PNP9,Esoteria,36,0,0,124,T
30003136,E1UU-3,Esoteria,28,0,0,24,T
30003137,P-3XVV,Esoteria,3,0,0,272,F
30003138,BY-MSY,Esoteria,16,0,0,53,T
30003139,6EK-BV,Esoteria,9,0,0,50,F
30003140,IR-FDV,Esoteria,4,0,0,0,F
30003141,NIZJ-0,Esoteria,11,0,0,11,F
30003142,J-RVGD,Esoteria,16,0,0,0,T
30003143,V1ZC-S,Esoteria,10,0,0,0,F
30003144,H-T40Z,Esoteria,5,0,0,0,T
30003145,6-TYRX,Esoteria,4,0,0,0,T
30003146,Q1-R7K,Esoteria,3,0,0,0,F
30003147,111-F1,Esoteria,12,0,0,0,T
30003148,JD-TYH,Esoteria,39,0,1,0,F
30003149,02V-BK,Esoteria,138,5,1,0,T
30003150,A5MT-B,Esoteria,3,0,0,34,F
30003151,R-ARKN,Esoteria,143,4,4,0,F
30003152,SN9S-N,Esoteria,12,0,0,0,F
30003153,MS2-V8,Esoteria,105,0,0,0,F
30003154,Z-MO29,Esoteria,9,0,0,0,F
30003155,G-JC9R,Esoteria,8,0,0,0,F
30003156,DIBH-Q,Esoteria,8,0,0,0,F
30003157,DNEP-Y,Esoteria,9,0,0,53,F
30003158,YAP-TN,Esoteria,7,0,0,0,T
30003159,PE-H02,Esoteria,5,0,0,0,T
30003160,H-YHYM,Esoteria,10,0,0,0,F
30003161,G-4H4C,Esoteria,3,0,1,0,F
30003162,HHE5-L,Esoteria,6,0,0,1,F
30003163,P9F-ZG,Esoteria,104,0,0,0,F
30003164,QFGB-E,Esoteria,104,2,2,0,T
30003165,7P-J38,Esoteria,0,0,0,56,T
30003166,WT-2J9,Esoteria,102,2,1,0,F
30003167,PK-PHZ,Esoteria,1,0,0,0,F
30003168,L-M6JK,Esoteria,0,0,0,0,F
30003169,C-PEWN,Esoteria,166,3,3,143,T
30003170,DL-CDY,Esoteria,163,1,3,0,T
30003171,29YH-V,Esoteria,178,20,50,0,T
30003172,LG-RO2,Esoteria,27,2,2,0,T
30003173,X-HISR,Esoteria,34,0,0,0,F
30003174,QS-530,Esoteria,3,0,0,0,T
30003175,VR-YRV,Esoteria,24,0,0,0,F
30003176,IPX-H5,Esoteria,19,0,1,0,T
30003177,KSM-1T,Esoteria,6,1,0,0,F
30003178,YRV-MZ,Esoteria,1,0,0,0,F
30003179,6SB-BN,Esoteria,5,0,0,0,F
30003180,B1D-KU,Esoteria,1,0,0,0,F
30003181,QFIU-K,Esoteria,2,0,0,0,F
30003182,2R-KLH,Esoteria,5,0,0,0,T
30003183,QB-AE6,Oasa,0,0,0,0,F
30003184,G-W1ND,Oasa,0,0,0,0,F
30003185,MZLW-9,Oasa,0,0,0,0,T
30003186,ND-X7X,Oasa,2,0,0,0,T
30003187,DGDT-3,Oasa,2,0,0,0,F
30003188,2-WNTD,Oasa,0,0,0,0,T
30003189,83-YGI,Oasa,2,0,0,0,F
30003190,KH-EWC,Oasa,1,0,0,0,F
30003191,3VL6-I,Oasa,12,0,0,0,F
30003192,F-816R,Oasa,16,0,0,0,F
30003193,DS3-6A,Oasa,25,0,0,0,F
30003194,V0-H4L,Oasa,20,0,0,0,F
30003195,T-HMWP,Oasa,16,0,0,0,F
30003196,DYS-CG,Oasa,14,0,0,0,F
30003197,MTGF-2,Oasa,3,0,0,0,F
30003198,0-QP56,Oasa,3,0,0,0,F
30003199,GTQ-C9,Oasa,3,0,0,0,F
30003200,M-NWLB,Oasa,4,0,0,0,F
30003201,ORB4-J,Oasa,0,0,0,14,T
30003202,GGMF-J,Oasa,0,0,0,0,F
30003203,IG-4OF,Oasa,4,0,0,0,F
30003204,LQQH-J,Oasa,4,0,0,0,F
30003205,W5-VBR,Oasa,15,0,0,0,T
30003206,J-D5U7,Oasa,9,0,0,0,T
30003207,Y-770C,Oasa,3,0,0,334,T
30003208,X-Z4JW,Oasa,25,0,0,0,F
30003209,R8WV-7,Oasa,26,0,0,0,F
30003210,6U-MFQ,Oasa,8,0,0,0,F
30003211,1EO-OE,Oasa,6,0,0,0,F
30003212,YQTK-R,Oasa,7,0,0,0,F
30003213,FZCR-3,Oasa,3,0,0,326,T
30003214,5-9L3H,Oasa,1,0,0,0,F
30003215,1-HDQ4,Oasa,4,0,0,0,F
30003216,WVMS-X,Oasa,4,0,0,18,T
30003217,7-UVMT,Oasa,0,0,0,0,F
30003218,R-ZESX,Oasa,2,0,0,0,T
30003219,IO-R2S,Oasa,0,0,0,0,F
30003220,HF-K3O,Oasa,2,0,0,0,F
30003221,QE2-FS,Oasa,2,0,0,0,F
30003222,Q-ITV5,Oasa,1,0,0,0,T
30003223,5JEZ-I,Oasa,1,0,0,0,F
30003224,XEF6-Z,Oasa,0,0,0,0,F
30003225,SON-TW,Oasa,0,0,0,0,F
30003226,V-X0KM,Oasa,0,0,0,0,F
30003227,U9SE-N,Oasa,0,0,0,0,F
30003228,XXZ-3W,Oasa,0,0,0,0,F
30003229,RF-X7V,Oasa,4,0,0,0,F
30003230,BQ0-UU,Oasa,3,0,0,0,T
30003231,3-JG3X,Oasa,9,0,0,0,T
30003232,GK3-RX,Oasa,7,0,0,0,T
30003233,1P-QWR,Oasa,21,0,0,0,F
30003234,FJ-GUR,Oasa,1,0,0,0,T
30003235,UGR-J2,Oasa,0,0,0,0,F
30003236,QZ-DIZ,Oasa,0,0,0,0,T
30003237,Y-0HVF,Oasa,0,0,0,0,F
30003238,21M1-B,Oasa,0,0,0,0,T
30003239,KED-2O,Oasa,0,0,0,136,T
30003240,U-RELP,Oasa,0,0,0,0,F
30003241,IAMJ-Q,Oasa,0,0,0,0,T
30003242,E6Q-LE,Oasa,6,0,0,0,F
30003243,HO4E-Q,Oasa,6,0,0,0,T
30003244,QY2Y-N,Oasa,4,0,0,0,T
30003245,X-9ZZR,Oasa,3,0,0,925,F
30003246,RO-AIQ,Oasa,0,0,0,0,F
30003247,VZEG-B,Oasa,1,0,0,0,F
30003248,P-ZWKH,Oasa,4,0,0,726,T
30003249,9G5J-1,Oasa,5,0,0,0,T
30003250,B-ETDW,Oasa,2,0,0,0,F
30003251,0PU2-R,Oasa,4,0,0,0,T
30003252,XM-RMD,Oasa,9,0,0,111,T
30003253,91-KD8,Oasa,4,0,0,0,T
30003254,OZ-DS5,Oasa,5,0,0,0,F
30003255,LA2-KV,Oasa,21,1,1,0,F
30003256,WW-OVQ,Oasa,21,0,0,20,T
30003257,S7WI-F,Oasa,12,0,0,257,T
30003258,1-BK1Q,Oasa,5,0,0,119,T
30003259,X-CYNC,Oasa,2,0,0,1540,F
30003260,RJBC-I,Oasa,3,0,0,310,T
30003261,H-MHWF,Oasa,10,0,0,72,T
30003262,PND-SI,Oasa,21,0,0,0,T
30003263,XKM-DE,Oasa,2,0,0,326,T
30003264,JXQJ-B,Oasa,21,0,0,0,T
30003265,Y-BIPM,Oasa,3,0,0,0,F
30003266,QYT-X8,Oasa,31,0,0,538,T
30003267,5-IH57,Oasa,3,0,0,20,F
30003268,MHC-R3,Syndicate,53,1,1,0,F
30003269,F67E-Q,Syndicate,7,0,0,12,T
30003270,6E-578,Syndicate,39,0,0,0,F
30003271,Poitot,Syndicate,9,0,0,0,T
30003272,ZVN5-H,Syndicate,32,0,0,0,F
30003273,ATY-2U,Syndicate,10,0,0,0,F
30003274,X-BV98,Syndicate,10,0,0,0,T
30003275,2X-PQG,Syndicate,5,0,1,0,T
30003276,FD-MLJ,Syndicate,84,1,0,0,T
30003277,PF-346,Syndicate,72,2,3,0,F
30003278,X-M2LR,Syndicate,80,0,0,0,T
30003279,K5-JRD,Syndicate,66,0,0,0,T
30003280,6-CZ49,Syndicate,92,2,5,1,T
30003281,EZA-FM,Syndicate,51,0,0,47,T
30003282,8-JYPM,Syndicate,20,0,0,0,F
30003283,PVH8-0,Syndicate,10,0,0,2,T
30003284,M2-CF1,Syndicate,86,0,1,0,T
30003285,JH-M2W,Syndicate,145,0,0,0,F
30003286,PC9-AY,Syndicate,88,0,1,62,T
30003287,T22-QI,Syndicate,4,0,0,16,T
30003288,X-PYH5,Syndicate,19,0,0,0,F
30003289,ZN0-SR,Syndicate,19,0,0,14,T
30003290,5-DSFH,Syndicate,4,0,0,50,F
30003291,AK-QBU,Syndicate,4,0,0,9,F
30003292,QWF-6P,Syndicate,20,1,0,0,F
30003293,AAS-8R,Syndicate,17,0,0,0,T
30003294,V4-L0X,Syndicate,28,0,0,0,T
30003295,PFP-GU,Syndicate,6,0,0,0,T
30003296,0EK-NJ,Syndicate,3,0,0,0,F
30003297,1-NKVT,Syndicate,17,1,2,0,T
30003298,UM-Q7F,Syndicate,26,0,0,30,T
30003299,T-LIWS,Syndicate,19,0,0,0,T
30003300,KTHT-O,Syndicate,20,0,0,31,T
30003301,97X-CH,Syndicate,61,0,0,0,F
30003302,5-T0PZ,Syndicate,34,0,0,0,F
30003303,6R-PWU,Syndicate,10,0,0,0,F
30003304,2Q-I6Q,Syndicate,3,0,0,0,F
30003305,A-ZLHX,Syndicate,51,0,0,4,T
30003306,UTKS-5,Syndicate,125,4,17,9,F
30003307,Y9G-KS,Syndicate,109,0,1,0,T
30003308,I-YGGI,Syndicate,27,0,1,7,F
30003309,VV-VCR,Syndicate,24,0,0,0,T
30003310,5-75MB,Syndicate,1,0,0,0,F
30003311,IIRH-G,Syndicate,19,0,0,1,T
30003312,35-RK9,Syndicate,16,0,0,69,T
30003313,XS-XAY,Syndicate,14,0,0,1,F
30003314,DP34-U,Syndicate,2,0,0,0,T
30003315,617I-I,Syndicate,6,0,0,3,F
30003316,6-U2M8,Syndicate,12,0,0,0,F
30003317,I0AB-R,Syndicate,8,0,0,47,T
30003318,MXYS-8,Syndicate,1,0,0,21,T
30003319,A-3ES3,Syndicate,3,0,0,21,F
30003320,8V-SJJ,Syndicate,96,1,3,0,F
30003321,5-FGQI,Syndicate,59,2,1,0,T
30003322,3KNK-A,Syndicate,55,0,2,3,T
30003323,TXW-EI,Syndicate,59,0,0,8,T
30003324,3MOG-V,Syndicate,28,0,0,0,T
30003325,NG-C6Y,Syndicate,8,0,0,68,F
30003326,XYY-IA,Syndicate,4,0,0,14,T
30003327,BMNV-P,Syndicate,77,0,0,0,T
30003328,BY-S36,Syndicate,5,0,0,36,T
30003329,31-MLU,Syndicate,52,0,0,0,T
30003330,0LTQ-C,Syndicate,53,0,0,0,T
30003331,A9D-R0,Syndicate,10,0,0,10,F
30003332,2P-4LS,Syndicate,25,0,0,0,T
30003333,RF-GGF,Syndicate,36,1,0,0,T
30003334,LSC4-P,Syndicate,19,0,0,0,T
30003335,A-SJ8X,Syndicate,18,1,1,0,T
30003336,10UZ-P,Syndicate,13,0,0,0,F
30003337,EN-VOD,Syndicate,2,0,0,0,F
30003338,9GYL-O,Syndicate,7,0,0,7,T
30003339,VLGD-R,Syndicate,2,0,0,0,T
30003340,S-GKKR,Syndicate,1,0,0,0,F
30003341,9U-TTJ,Syndicate,1,0,0,0,F
30003342,Y-W6GF,Syndicate,48,0,0,0,T
30003343,KFR-ZE,Syndicate,49,0,1,47,T
30003344,KLYN-8,Syndicate,14,0,0,0,T
30003345,D85-VD,Syndicate,33,0,0,0,T
30003346,5-VKCN,Syndicate,7,0,0,31,F
30003347,U0V6-T,Syndicate,12,0,0,0,F
30003348,5KS-AB,Syndicate,5,0,0,0,F
30003349,0T-AMZ,Syndicate,129,7,8,0,T
30003350,57-YRU,Syndicate,93,1,3,148,T
30003351,4L-E5P,Syndicate,57,0,0,1,T
30003352,UFXF-C,Syndicate,27,0,0,5,F
30003353,RLL-9R,Syndicate,17,0,0,61,T
30003354,51-5XG,Syndicate,11,0,0,74,F
30003355,EF-F36,Syndicate,14,0,0,7,T
30003356,3-IN0V,Syndicate,7,0,0,0,F
30003357,Z-QENW,Syndicate,2,0,0,5,F
30003358,D-B7YK,Syndicate,0,0,0,0,F
30003359,DUV-5Y,Syndicate,3,0,0,0,F
30003360,GRNJ-3,Syndicate,4,0,0,1,T
30003361,VSIG-K,Syndicate,132,0,1,0,T
30003362,RSS-KA,Syndicate,173,0,1,8,T
30003363,CIS-7X,Syndicate,103,5,23,129,T
30003364,DCHR-L,Syndicate,13,0,0,0,T
30003365,EU0I-T,Syndicate,3,0,0,0,F
30003366,4-JWWQ,Syndicate,5,0,0,0,F
30003367,G-6SXJ,Syndicate,5,0,0,23,F
30003368,S-U8A4,Syndicate,10,0,0,40,T
30003369,ZV-72W,Syndicate,24,0,0,49,T
30003370,2G38-I,Syndicate,2,0,0,13,T
30003371,CY-ZLP,Syndicate,3,0,0,12,T
30003372,U4-Q2V,Syndicate,4,0,0,17,T
30003373,98Q-8O,Syndicate,21,0,0,38,T
30003374,Arlulf,Metropolis,67,0,0,169,T
30003375,Brundakur,Metropolis,31,0,0,88,T
30003376,Stirht,Metropolis,49,0,0,92,T
30003377,Illuin,Metropolis,159,0,0,34,T
30003378,Nedegulf,Metropolis,16,0,1,19,T
30003379,Aldilur,Metropolis,14,0,0,54,T
30003380,Alf,Metropolis,33,0,0,0,T
30003381,Eust,Metropolis,16,0,0,54,T
30003382,Flost,Metropolis,48,0,0,12,F
30003383,Todrir,Metropolis,5,0,0,0,F
30003384,Asgeir,Metropolis,121,0,0,23,F
